Client,ProductType,ProductTypeName,Language,MaterialTypeCategory,IndustrySector,MaterialTypeRefProductType,NumberRangeGroup,ExternalNumberRangeIsAllowed,InternalNumberRangeIsAllowed,QuantityIsUpdated,ValueIsUpdated,BatchManagementIsRequired,SplitValuationIsAllowed,NegativeStocksAreAllowed,MaterialLedgerIsActivated,PriceControl,AccountCategoryReference,SerialNumberProfile,DefaultUnitOfMeasure,ProductGroup,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,IsMarkedForDeletion
400,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,M,Z020,MM_CUSTOM,20190419,MM_CUSTOM,20230702,
510,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,ZMAT,MDG_BATCH,20200520,MDG_BATCH,20240803,
600,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,X,,,X,V,0004,SER1,EA,Z002,CB9980520010,20210621,CB9980520020,20250904,
700,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MM_CUSTOM,20220722,MM_CUSTOM,20231005,
812,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230823,MDG_BATCH,20241106,
100,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,Z002,CB9980520010,20240924,CB9980520020,20251207,
200,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,S,0001,,CS,ZMAT,MM_CUSTOM,20181025,MM_CUSTOM,20230108,
300,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,,X,,X,V,0002,SER1,KG,ZMAT,MDG_BATCH,20191126,MDG_BATCH,20240209,
400,ROH,Raw Material,F,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,Z020,CB9980520010,20201227,CB9980520020,20250310,
510,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z002,MM_CUSTOM,20210101,MM_CUSTOM,20230411,
600,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,MDG_BATCH,20220202,MDG_BATCH,20240512,
700,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230303,CB9980520020,20250613,
812,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,Z001,MM_CUSTOM,20240404,MM_CUSTOM,20230714,
100,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,V,0001,,EA,Z010,MDG_BATCH,20180505,MDG_BATCH,20240815,
200,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,,X,,X,V,0002,,EA,ZMAT,CB9980520010,20190606,CB9980520020,20250916,
300,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,ZMAT,MM_CUSTOM,20200707,MM_CUSTOM,20231017,
400,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,X,,,X,V,0004,,EA,Z010,MDG_BATCH,20210808,MDG_BATCH,20241118,
510,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,EA,Z001,CB9980520010,20220909,CB9980520020,20251219,
600,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20231010,MM_CUSTOM,20230120,
700,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,,EA,Z002,MDG_BATCH,20241111,MDG_BATCH,20240221,
812,FERT,Finished Product,F,01,M,,01,,X,X,X,,X,,X,V,0001,,PC,Z010,CB9980520010,20181212,CB9980520020,20250322,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,EA,Z002,MM_CUSTOM,20190113,MM_CUSTOM,20230423,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,M,ZMAT,MDG_BATCH,20200214,MDG_BATCH,20240524,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,EA,Z010,CB9980520010,20210315,CB9980520020,20250625,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MM_CUSTOM,20220416,MM_CUSTOM,20230726,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230517,MDG_BATCH,20240827,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,EA,ZMAT,CB9980520010,20240618,CB9980520020,20250901,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,S,0001,ZSER,EA,Z010,MM_CUSTOM,20180719,MM_CUSTOM,20231002,
812,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,SER1,KG,Z002,MDG_BATCH,20190820,MDG_BATCH,20241103,
100,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,Z020,CB9980520010,20200921,CB9980520020,20251204,
200,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,X,,,X,V,0004,SER1,EA,Z002,MM_CUSTOM,20211022,MM_CUSTOM,20230105,
300,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,PC,ZSRV,MDG_BATCH,20221123,MDG_BATCH,20240206,
400,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20231224,CB9980520020,20250307,
510,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,ZMAT,MM_CUSTOM,20240125,MM_CUSTOM,20230408,
600,FERT,Finished Product,P,01,M,,01,,X,X,X,,X,,X,S,0001,,EA,Z010,MDG_BATCH,20180226,MDG_BATCH,20240509,
700,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,,M,ZMAT,CB9980520010,20190327,CB9980520020,20250610,
812,ROH,Raw Material,F,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,Z030,MM_CUSTOM,20200401,MM_CUSTOM,20230711,
100,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,X,X,V,0004,SER1,PC,Z001,MDG_BATCH,20210502,MDG_BATCH,20240812,
200,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,ZSRV,CB9980520010,20220603,CB9980520020,20250913,
300,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230704,MM_CUSTOM,20231014,
400,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,ZMAT,MDG_BATCH,20240805,MDG_BATCH,20241115,
510,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,V,0001,SER1,PC,Z001,CB9980520010,20180906,CB9980520020,20251216,
600,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,KG,ZMAT,MM_CUSTOM,20191007,MM_CUSTOM,20230117,
700,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,ZMAT,MDG_BATCH,20201108,MDG_BATCH,20240218,
812,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z001,CB9980520010,20211209,CB9980520020,20250319,
100,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,MM_CUSTOM,20220110,MM_CUSTOM,20230420,
200,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230211,MDG_BATCH,20240521,
300,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,EA,Z001,CB9980520010,20240312,CB9980520020,20250622,
400,FERT,Finished Product,F,01,M,,01,,X,X,X,,X,,X,S,0001,SER1,EA,ZMAT,MM_CUSTOM,20180413,MM_CUSTOM,20230723,
510,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,EA,Z002,MDG_BATCH,20190514,MDG_BATCH,20240824,
600,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,ZMAT,CB9980520010,20200615,CB9980520020,20250925,
700,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,EA,Z010,MM_CUSTOM,20210716,MM_CUSTOM,20231026,
812,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,MDG_BATCH,20220817,MDG_BATCH,20241127,
100,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230918,CB9980520020,20251201,
200,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z002,MM_CUSTOM,20241019,MM_CUSTOM,20230102,
300,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,S,0001,SER1,CS,ZMAT,MDG_BATCH,20181120,MDG_BATCH,20240203,
400,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,M,Z020,CB9980520010,20191221,CB9980520020,20250304,
510,ROH,Raw Material,E,03,M,,03,X,X,X,X,,X,,X,V,0003,,KG,Z020,MM_CUSTOM,20200122,MM_CUSTOM,20230405,
600,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z002,MDG_BATCH,20210223,MDG_BATCH,20240506,
700,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,CB9980520010,20220324,CB9980520020,20250607,
812,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230425,MM_CUSTOM,20230708,
100,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z002,MDG_BATCH,20240526,MDG_BATCH,20240809,
200,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,V,0001,ZSER,PC,ZMAT,CB9980520010,20180627,CB9980520020,20250910,
300,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,SER1,EA,ZMAT,MM_CUSTOM,20190701,MM_CUSTOM,20231011,
400,ROH,Raw Material,F,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,Z020,MDG_BATCH,20200802,MDG_BATCH,20241112,
510,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z010,CB9980520010,20210903,CB9980520020,20251213,
600,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MM_CUSTOM,20221004,MM_CUSTOM,20230114,
700,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20231105,MDG_BATCH,20240215,
812,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,,PC,ZMAT,CB9980520010,20241206,CB9980520020,20250316,
100,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,S,0001,,PC,Z001,MM_CUSTOM,20180107,MM_CUSTOM,20230417,
200,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,,X,,X,S,0002,SER1,EA,ZMAT,MDG_BATCH,20190208,MDG_BATCH,20240518,
300,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,M,Z030,CB9980520010,20200309,CB9980520020,20250619,
400,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z010,MM_CUSTOM,20210410,MM_CUSTOM,20230720,
510,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MDG_BATCH,20220511,MDG_BATCH,20240821,
600,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230612,CB9980520020,20250922,
700,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,ZMAT,MM_CUSTOM,20240713,MM_CUSTOM,20231023,
812,FERT,Finished Product,F,01,M,,01,,X,X,X,X,X,,X,V,0001,ZSER,EA,Z001,MDG_BATCH,20180814,MDG_BATCH,20241124,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,M,ZMAT,CB9980520010,20190915,CB9980520020,20251225,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,,X,,X,V,0003,,M,Z020,MM_CUSTOM,20201016,MM_CUSTOM,20230126,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,X,,,X,V,0004,,EA,Z002,MDG_BATCH,20211117,MDG_BATCH,20240227,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,EA,ZSRV,CB9980520010,20221218,CB9980520020,20250301,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230119,MM_CUSTOM,20230402,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z002,MDG_BATCH,20240220,MDG_BATCH,20240503,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,V,0001,,CS,Z010,CB9980520010,20180321,CB9980520020,20250604,
812,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,,M,ZMAT,MM_CUSTOM,20190422,MM_CUSTOM,20230705,
100,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,M,Z020,MDG_BATCH,20200523,MDG_BATCH,20240806,
200,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z010,CB9980520010,20210624,CB9980520020,20250907,
300,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,ZSRV,MM_CUSTOM,20220725,MM_CUSTOM,20231008,
400,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230826,MDG_BATCH,20241109,
510,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,Z001,CB9980520010,20240927,CB9980520020,20251210,
600,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,V,0001,,CS,ZMAT,MM_CUSTOM,20181001,MM_CUSTOM,20230111,
700,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,,X,,X,V,0002,,EA,Z020,MDG_BATCH,20191102,MDG_BATCH,20240212,
812,ROH,Raw Material,F,03,M,,03,X,X,X,X,,X,,X,V,0003,,L,Z020,CB9980520010,20201203,CB9980520020,20250313,
100,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,EA,Z002,MM_CUSTOM,20210104,MM_CUSTOM,20230414,
200,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,ZSRV,MDG_BATCH,20220205,MDG_BATCH,20240515,
300,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230306,CB9980520020,20250616,
400,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,EA,Z002,MM_CUSTOM,20240407,MM_CUSTOM,20230717,
510,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,S,0001,,CS,ZMAT,MDG_BATCH,20180508,MDG_BATCH,20240818,
600,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,,X,,X,S,0002,SER1,M,ZMAT,CB9980520010,20190609,CB9980520020,20250919,
700,ROH,Raw Material,D,03,M,,03,X,X,X,X,,X,,X,V,0003,,L,ZMAT,MM_CUSTOM,20200710,MM_CUSTOM,20231020,
812,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,,,,X,V,0004,,PC,Z002,MDG_BATCH,20210811,MDG_BATCH,20241121,
100,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,CB9980520010,20220912,CB9980520020,20251222,
200,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20231013,MM_CUSTOM,20230123,
300,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,,EA,Z001,MDG_BATCH,20241114,MDG_BATCH,20240224,
400,FERT,Finished Product,F,01,M,,01,,X,X,X,,X,,X,S,0001,ZSER,PC,ZMAT,CB9980520010,20181215,CB9980520020,20250325,
510,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,,X,,X,S,0002,ZSER,EA,Z002,MM_CUSTOM,20190116,MM_CUSTOM,20230426,
600,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,Z030,MDG_BATCH,20200217,MDG_BATCH,20240527,
700,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,X,X,V,0004,,EA,Z002,CB9980520010,20210318,CB9980520020,20250601,
812,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,MM_CUSTOM,20220419,MM_CUSTOM,20230702,
100,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230520,MDG_BATCH,20240803,
200,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,,PC,ZMAT,CB9980520010,20240621,CB9980520020,20250904,
300,FERT,Finished Product,D,01,M,,01,,X,X,X,X,X,,X,S,0001,,EA,ZMAT,MM_CUSTOM,20180722,MM_CUSTOM,20231005,
400,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,,X,,X,S,0002,SER1,EA,ZMAT,MDG_BATCH,20190823,MDG_BATCH,20241106,
510,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,ZMAT,CB9980520010,20200924,CB9980520020,20251207,
600,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z001,MM_CUSTOM,20211025,MM_CUSTOM,20230108,
700,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MDG_BATCH,20221126,MDG_BATCH,20240209,
812,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20231227,CB9980520020,20250310,
100,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z002,MM_CUSTOM,20240101,MM_CUSTOM,20230411,
200,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,V,0001,SER1,PC,ZMAT,MDG_BATCH,20180202,MDG_BATCH,20240512,
300,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,SER1,EA,ZMAT,CB9980520010,20190303,CB9980520020,20250613,
400,ROH,Raw Material,F,03,M,,03,X,X,X,X,X,X,,X,V,0003,,M,Z020,MM_CUSTOM,20200404,MM_CUSTOM,20230714,
510,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z010,MDG_BATCH,20210505,MDG_BATCH,20240815,
600,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,ZSRV,CB9980520010,20220606,CB9980520020,20250916,
700,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230707,MM_CUSTOM,20231017,
812,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,ZMAT,MDG_BATCH,20240808,MDG_BATCH,20241118,
100,FERT,Finished Product,E,01,M,,01,,X,X,X,,X,,X,V,0001,ZSER,PC,Z001,CB9980520010,20180909,CB9980520020,20251219,
200,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,KG,ZMAT,MM_CUSTOM,20191010,MM_CUSTOM,20230120,
300,ROH,Raw Material,D,03,M,,03,X,X,X,X,X,X,,X,V,0003,,KG,Z030,MDG_BATCH,20201111,MDG_BATCH,20240221,
400,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,X,,,X,V,0004,SER1,PC,Z002,CB9980520010,20211212,CB9980520020,20250322,
510,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,PC,ZSRV,MM_CUSTOM,20220113,MM_CUSTOM,20230423,
600,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230214,MDG_BATCH,20240524,
700,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,SER1,PC,Z001,CB9980520010,20240315,CB9980520020,20250625,
812,FERT,Finished Product,F,01,M,,01,,X,X,X,,X,,X,V,0001,,CS,Z010,MM_CUSTOM,20180416,MM_CUSTOM,20230726,
100,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,,X,,X,S,0002,SER1,EA,Z020,MDG_BATCH,20190517,MDG_BATCH,20240827,
200,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,G,Z020,CB9980520010,20200618,CB9980520020,20250901,
300,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,X,,,X,V,0004,,PC,Z002,MM_CUSTOM,20210719,MM_CUSTOM,20231002,
400,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MDG_BATCH,20220820,MDG_BATCH,20241103,
510,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230921,CB9980520020,20251204,
600,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,EA,Z002,MM_CUSTOM,20241022,MM_CUSTOM,20230105,
700,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,V,0001,ZSER,PC,ZMAT,MDG_BATCH,20181123,MDG_BATCH,20240206,
812,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,,X,,X,S,0002,,EA,ZMAT,CB9980520010,20191224,CB9980520020,20250307,
100,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,ZMAT,MM_CUSTOM,20200125,MM_CUSTOM,20230408,
200,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z001,MDG_BATCH,20210226,MDG_BATCH,20240509,
300,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,CB9980520010,20220327,CB9980520020,20250610,
400,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230401,MM_CUSTOM,20230711,
510,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,PC,Z002,MDG_BATCH,20240502,MDG_BATCH,20240812,
600,FERT,Finished Product,P,01,M,,01,,X,X,X,X,X,,X,V,0001,,PC,Z010,CB9980520010,20180603,CB9980520020,20250913,
700,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,SER1,EA,ZMAT,MM_CUSTOM,20190704,MM_CUSTOM,20231014,
812,ROH,Raw Material,F,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,Z030,MDG_BATCH,20200805,MDG_BATCH,20241115,
100,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,X,,,X,V,0004,,PC,Z001,CB9980520010,20210906,CB9980520020,20251216,
200,NLAG,Non-Stock Material,P,05,M,,05,X,X,,,,,,,,0005,,EA,ZSRV,MM_CUSTOM,20221007,MM_CUSTOM,20230117,
300,DIEN,Service,D,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20231108,MDG_BATCH,20240218,
400,ERSA,Spare Part,F,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z002,CB9980520010,20241209,CB9980520020,20250319,
510,FERT,Finished Product,E,01,M,,01,,X,X,X,X,X,,X,S,0001,ZSER,CS,Z010,MM_CUSTOM,20180110,MM_CUSTOM,20230420,
600,HALB,Semi-Finished Product,P,02,M,FERT,02,,X,X,X,,X,,X,V,0002,,EA,Z020,MDG_BATCH,20190211,MDG_BATCH,20240521,
700,ROH,Raw Material,D,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,ZMAT,CB9980520010,20200312,CB9980520020,20250622,
812,HAWA,Trading Goods,F,04,A,,04,X,X,X,X,X,,,X,V,0004,,EA,Z001,MM_CUSTOM,20210413,MM_CUSTOM,20230723,
100,NLAG,Non-Stock Material,E,05,M,,05,X,X,,,,,,,,0005,,EA,Z010,MDG_BATCH,20220514,MDG_BATCH,20240824,
200,DIEN,Service,P,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,CB9980520010,20230615,CB9980520020,20250925,
300,ERSA,Spare Part,D,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,,EA,ZMAT,MM_CUSTOM,20240716,MM_CUSTOM,20231026,
400,FERT,Finished Product,F,01,M,,01,,X,X,X,,X,,X,S,0001,SER1,EA,ZMAT,MDG_BATCH,20180817,MDG_BATCH,20241127,
510,HALB,Semi-Finished Product,E,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,ZSER,KG,Z020,CB9980520010,20190918,CB9980520020,20251201,
600,ROH,Raw Material,P,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,Z030,MM_CUSTOM,20201019,MM_CUSTOM,20230102,
700,HAWA,Trading Goods,D,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z010,MDG_BATCH,20211120,MDG_BATCH,20240203,
812,NLAG,Non-Stock Material,F,05,M,,05,X,X,,,,,,,,0005,,PC,Z010,CB9980520010,20221221,CB9980520020,20250304,
100,DIEN,Service,E,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MM_CUSTOM,20230122,MM_CUSTOM,20230405,
200,ERSA,Spare Part,P,07,M,ROH,07,X,X,X,X,X,X,,X,V,0007,SER1,PC,Z002,MDG_BATCH,20240223,MDG_BATCH,20240506,
300,FERT,Finished Product,D,01,M,,01,,X,X,X,,X,,X,S,0001,SER1,EA,ZMAT,CB9980520010,20180324,CB9980520020,20250607,
400,HALB,Semi-Finished Product,F,02,M,FERT,02,,X,X,X,X,X,,X,S,0002,,KG,ZMAT,MM_CUSTOM,20190425,MM_CUSTOM,20230708,
510,ROH,Raw Material,E,03,M,,03,X,X,X,X,X,X,,X,V,0003,,L,ZMAT,MDG_BATCH,20200526,MDG_BATCH,20240809,
600,HAWA,Trading Goods,P,04,A,,04,X,X,X,X,,,,X,V,0004,,EA,Z001,CB9980520010,20210627,CB9980520020,20250910,
700,NLAG,Non-Stock Material,D,05,M,,05,X,X,,,,,,,,0005,,PC,Z001,MM_CUSTOM,20220701,MM_CUSTOM,20231011,
812,DIEN,Service,F,06,P,,06,X,X,,X,,,,,V,0006,,EA,ZSRV,MDG_BATCH,20230802,MDG_BATCH,20241112,
100,ERSA,Spare Part,E,07,M,ROH,07,X,X,X,X,,X,,X,V,0007,,PC,Z001,CB9980520010,20240903,CB9980520020,20251213,
200,FERT,Finished Product,P,01,M,,01,,X,X,X,,X,,X,V,0001,SER1,PC,Z001,MM_CUSTOM,20181004,MM_CUSTOM,20230114,
300,HALB,Semi-Finished Product,D,02,M,FERT,02,,X,X,X,X,X,,X,V,0002,,M,Z020,MDG_BATCH,20191105,MDG_BATCH,20240215,
400,ROH,Raw Material,F,03,M,,03,X,X,X,X,,X,,X,V,0003,,G,Z020,CB9980520010,20201206,CB9980520020,20250316,
510,HAWA,Trading Goods,E,04,A,,04,X,X,X,X,,,,X,V,0004,SER1,PC,Z002,MM_CUSTOM,20210107,MM_CUSTOM,20230417,
